i,scale,translation,center,lower,upper,norm,wavelet_norm,scaling_norm
93,7,"(79, 84)","(0.62109375, 0.66015625)","(0.6171875, 0.65625)","(0.625, 0.6640625)",0.0053104581284205005,9.279441195567433e-08,2.8108171121751693e-05
94,7,"(79, 83)","(0.62109375, 0.65234375)","(0.6171875, 0.6484375)","(0.625, 0.65625)",0.005310458125537777,9.27944119556746e-08,2.8108171091134525e-05
95,7,"(78, 83)","(0.61328125, 0.65234375)","(0.609375, 0.6484375)","(0.6171875, 0.65625)",0.003958139743605185,9.244683587236534e-34,1.5666870229906916e-05
96,7,"(78, 82)","(0.61328125, 0.64453125)","(0.609375, 0.640625)","(0.6171875, 0.6484375)",0.003958139735936317,9.248800113351815e-34,1.566687016919802e-05
97,7,"(79, 82)","(0.62109375, 0.64453125)","(0.6171875, 0.640625)","(0.625, 0.6484375)",0.005310458122565004,9.279441195567477e-08,2.8108171059560948e-05
98,7,"(79, 81)","(0.62109375, 0.63671875)","(0.6171875, 0.6328125)","(0.625, 0.640625)",0.005310458119634608,9.27944119556749e-08,2.8108171028437465e-05
99,7,"(79, 80)","(0.62109375, 0.62890625)","(0.6171875, 0.625)","(0.625, 0.6328125)",0.005310458116857462,9.279441195567506e-08,2.810817099894163e-05
100,7,"(78, 80)","(0.61328125, 0.62890625)","(0.609375, 0.625)","(0.6171875, 0.6328125)",0.003958139721212557,9.261313618058306e-34,1.566687005264062e-05
101,7,"(78, 81)","(0.61328125, 0.63671875)","(0.609375, 0.6328125)","(0.6171875, 0.640625)",0.0039581397283767646,9.220778807586611e-34,1.5666870109354486e-05
102,6,"(38, 40)","(0.6015625, 0.6328125)","(0.59375, 0.625)","(0.609375, 0.640625)",0.007824786681766605,2.5257443952780232e-30,6.122728661515204e-05
103,6,"(38, 41)","(0.6015625, 0.6484375)","(0.59375, 0.640625)","(0.609375, 0.65625)",0.007824786800507052,4.892859942326475e-30,6.122728847338938e-05
104,5,"(18, 20)","(0.578125, 0.640625)","(0.5625, 0.625)","(0.59375, 0.65625)",0.01528386373853391,2.5789179894432352e-24,0.00023359649077807172
105,5,"(18, 21)","(0.578125, 0.671875)","(0.5625, 0.65625)","(0.59375, 0.6875)",0.015283870250430402,6.5297050359616996e-24,0.00023359668983199147
106,4,"(8, 10)","(0.53125, 0.65625)","(0.5, 0.625)","(0.5625, 0.6875)",0.029110333370232198,1.8764995179697882e-17,0.0008474115089260355
107,4,"(8, 11)","(0.53125, 0.71875)","(0.5, 0.6875)","(0.5625, 0.75)",0.0291112738063675,2.931989520769253e-17,0.0008474662626292693
108,4,"(8, 12)","(0.53125, 0.78125)","(0.5, 0.75)","(0.5625, 0.8125)",0.029108583325304305,4.798774676450511e-18,0.000847309623206179
109,5,"(18, 24)","(0.578125, 0.765625)","(0.5625, 0.75)","(0.59375, 0.78125)",0.0152838623819678,1.9772931937963045e-24,0.00023359644931093043
110,6,"(38, 48)","(0.6015625, 0.7578125)","(0.59375, 0.75)","(0.609375, 0.765625)",0.007824786752123758,3.835614352236623e-30,6.122728771621147e-05
111,7,"(78, 96)","(0.61328125, 0.75390625)","(0.609375, 0.75)","(0.6171875, 0.7578125)",0.003958139737471598,9.210609403919556e-34,1.566687018135173e-05
112,7,"(79, 96)","(0.62109375, 0.75390625)","(0.6171875, 0.75)","(0.625, 0.7578125)",0.005310458123160143,9.279441195567473e-08,2.8108171065881877e-05
113,7,"(79, 97)","(0.62109375, 0.76171875)","(0.6171875, 0.7578125)","(0.625, 0.765625)",0.0053104581202116094,9.279441195567493e-08,2.8108171034565745e-05
114,7,"(78, 97)","(0.61328125, 0.76171875)","(0.609375, 0.7578125)","(0.6171875, 0.765625)",0.003958139729865257,9.211547962690287e-34,1.566687012113781e-05
115,7,"(78, 98)","(0.61328125, 0.76953125)","(0.609375, 0.765625)","(0.6171875, 0.7734375)",0.003958139722602321,9.276710757344155e-34,1.5666870063642378e-05
116,7,"(79, 98)","(0.62109375, 0.76953125)","(0.6171875, 0.765625)","(0.625, 0.7734375)",0.005310458117396193,9.2794411955675e-08,2.810817100466345e-05
117,7,"(79, 99)","(0.62109375, 0.77734375)","(0.6171875, 0.7734375)","(0.625, 0.78125)",0.005310458114803374,9.279441195567513e-08,2.8108170977125327e-05
118,7,"(78, 99)","(0.61328125, 0.77734375)","(0.609375, 0.7734375)","(0.6171875, 0.78125)",0.00395813971591362,9.258610899406373e-34,1.5666870010692756e-05
119,6,"(38, 49)","(0.6015625, 0.7734375)","(0.59375, 0.765625)","(0.609375, 0.78125)",0.007824786637868028,1.846404658350927e-30,6.122728592815804e-05
120,6,"(38, 50)","(0.6015625, 0.7890625)","(0.59375, 0.78125)","(0.609375, 0.796875)",0.007824786543715394,7.460876260199718e-31,6.12272844547095e-05
121,7,"(78, 100)","(0.61328125, 0.78515625)","(0.609375, 0.78125)","(0.6171875, 0.7890625)",0.003958139709955344,9.276542698386182e-34,1.5666869963525374e-05
122,7,"(79, 100)","(0.62109375, 0.78515625)","(0.6171875, 0.78125)","(0.625, 0.7890625)",0.005310458112493697,9.279441195567526e-08,2.810817095259445e-05
123,7,"(79, 101)","(0.62109375, 0.79296875)","(0.6171875, 0.7890625)","(0.625, 0.796875)",0.005310458110499409,9.279441195567532e-08,2.8108170931413273e-05
124,7,"(78, 101)","(0.61328125, 0.79296875)","(0.609375, 0.7890625)","(0.6171875, 0.796875)",0.003958139704810673,9.367214179630373e-34,1.566686992279872e-05
125,7,"(78, 102)","(0.61328125, 0.80078125)","(0.609375, 0.796875)","(0.6171875, 0.8046875)",0.003958139700498143,9.318695650300181e-34,1.566686988865953e-05
126,7,"(79, 102)","(0.62109375, 0.80078125)","(0.6171875, 0.796875)","(0.625, 0.8046875)",0.005310458108827693,9.279441195567542e-08,2.810817091365812e-05
127,7,"(79, 103)","(0.62109375, 0.80859375)","(0.6171875, 0.8046875)","(0.625, 0.8125)",0.005310458107465635,9.279441195567555e-08,2.8108170899191814e-05
128,7,"(78, 103)","(0.61328125, 0.80859375)","(0.609375, 0.8046875)","(0.6171875, 0.8125)",0.003958139696984441,9.323615737006847e-34,1.5666869860844083e-05
129,6,"(38, 51)","(0.6015625, 0.8046875)","(0.59375, 0.796875)","(0.609375, 0.8125)",0.007824786475198095,2.53096209015468e-31,6.122728338244303e-05
130,5,"(18, 25)","(0.578125, 0.796875)","(0.5625, 0.78125)","(0.59375, 0.8125)",0.015283856927026721,3.5093317175022413e-25,0.0002335962825658227
131,5,"(18, 26)","(0.578125, 0.828125)","(0.5625, 0.8125)","(0.59375, 0.84375)",0.01528385422779137,3.1850469075595383e-26,0.00023359620005637615
132,6,"(38, 52)","(0.6015625, 0.8203125)","(0.59375, 0.8125)","(0.609375, 0.828125)",0.007824786430663542,7.289499812890155e-32,6.122728268549628e-05
133,7,"(78, 104)","(0.61328125, 0.81640625)","(0.609375, 0.8125)","(0.6171875, 0.8203125)",0.003958139694199188,9.451214730433645e-34,1.5666869838795243e-05
134,7,"(79, 104)","(0.62109375, 0.81640625)","(0.6171875, 0.8125)","(0.625, 0.8203125)",0.005310458106385956,9.279441195567559e-08,2.8108170887724635e-05
135,7,"(79, 105)","(0.62109375, 0.82421875)","(0.6171875, 0.8203125)","(0.625, 0.828125)",0.005310458105552682,9.279441195567572e-08,2.8108170878874502e-05
136,7,"(78, 105)","(0.61328125, 0.82421875)","(0.609375, 0.8203125)","(0.6171875, 0.828125)",0.003958139692049592,9.450541117069326e-34,1.5666869821778442e-05
137,7,"(78, 106)","(0.61328125, 0.83203125)","(0.609375, 0.828125)","(0.6171875, 0.8359375)",0.0039581396904333505,9.47912307853858e-34,1.566686980898382e-05
138,7,"(79, 106)","(0.62109375, 0.83203125)","(0.6171875, 0.828125)","(0.625, 0.8359375)",0.00531045810492616,9.279441195567566e-08,2.8108170872220266e-05
139,7,"(79, 107)","(0.62109375, 0.83984375)","(0.6171875, 0.8359375)","(0.625, 0.84375)",0.005310458104467005,9.279441195567575e-08,2.8108170867343616e-05
140,7,"(78, 107)","(0.61328125, 0.83984375)","(0.609375, 0.8359375)","(0.6171875, 0.84375)",0.003958139689248866,9.477610088739375e-34,1.5666869799607108e-05
141,6,"(38, 53)","(0.6015625, 0.8359375)","(0.59375, 0.828125)","(0.609375, 0.84375)",0.007824786404631492,1.9108374234421428e-32,6.122728227810583e-05
142,6,"(38, 54)","(0.6015625, 0.8515625)","(0.59375, 0.84375)","(0.609375, 0.859375)",0.00782478639088528,6.200905534991336e-33,6.122728206298347e-05
143,7,"(78, 108)","(0.61328125, 0.84765625)","(0.609375, 0.84375)","(0.6171875, 0.8515625)",0.003958139688402401,9.406462374800894e-34,1.5666869792906257e-05
144,7,"(79, 108)","(0.62109375, 0.84765625)","(0.6171875, 0.84375)","(0.625, 0.8515625)",0.00531045810413888,9.279441195567568e-08,2.810817086385863e-05
145,7,"(79, 109)","(0.62109375, 0.85546875)","(0.6171875, 0.8515625)","(0.625, 0.859375)",0.0053104581039101475,9.279441195567572e-08,2.8108170861429286e-05
146,7,"(78, 109)","(0.61328125, 0.85546875)","(0.609375, 0.8515625)","(0.6171875, 0.859375)",0.003958139687812344,9.475372516875483e-34,1.56668697882352e-05
147,7,"(78, 110)","(0.61328125, 0.86328125)","(0.609375, 0.859375)","(0.6171875, 0.8671875)",0.003958139687411,9.503817643455461e-34,1.566686978505805e-05
148,7,"(79, 110)","(0.62109375, 0.86328125)","(0.6171875, 0.859375)","(0.625, 0.8671875)",0.005310458103754571,9.279441195567575e-08,2.8108170859776915e-05
149,7,"(79, 111)","(0.62109375, 0.87109375)","(0.6171875, 0.8671875)","(0.625, 0.875)",0.005310458103651291,9.279441195567581e-08,2.810817085867999e-05
150,7,"(78, 111)","(0.61328125, 0.87109375)","(0.609375, 0.8671875)","(0.6171875, 0.875)",0.003958139687144568,9.480533671759566e-34,1.56668697829489e-05
151,6,"(38, 55)","(0.6015625, 0.8671875)","(0.59375, 0.859375)","(0.609375, 0.875)",0.00782478638430774,3.8618102647831894e-33,6.12272819600478e-05
152,5,"(18, 27)","(0.578125, 0.859375)","(0.5625, 0.84375)","(0.59375, 0.875)",0.015283853344277412,1.4711147574003112e-27,0.00023359617304937984
153,4,"(8, 13)","(0.53125, 0.84375)","(0.5, 0.8125)","(0.5625, 0.875)",0.029107184232615674,6.908251990502074e-20,0.0008472281739514305
154,4,"(8, 14)","(0.53125, 0.90625)","(0.5, 0.875)","(0.5625, 0.9375)",0.02910702823564474,8.089182178599028e-23,0.0008472190927106202
155,4,"(8, 15)","(0.53125, 0.96875)","(0.5, 0.9375)","(0.5625, 1.0)",0.029107023779648085,4.385785227276989e-26,0.0008472188333089991
156,5,"(18, 30)","(0.578125, 0.953125)","(0.5625, 0.9375)","(0.59375, 0.96875)",0.015283853113106129,1.4833126810748703e-32,0.0002335961659830039
157,5,"(18, 31)","(0.578125, 0.984375)","(0.5625, 0.96875)","(0.59375, 1.0)",0.015283853112855893,1.3877967855728515e-32,0.00023359616597535478
158,6,"(38, 62)","(0.6015625, 0.9765625)","(0.59375, 0.96875)","(0.609375, 0.984375)",0.00782478637972547,3.714248071201568e-33,6.122728188833723e-05
159,6,"(38, 63)","(0.6015625, 0.9921875)","(0.59375, 0.984375)","(0.609375, 1.0)",0.007824786379724846,3.7041992475409685e-33,6.122728188832746e-05
160,7,"(78, 126)","(0.61328125, 0.98828125)","(0.609375, 0.984375)","(0.6171875, 0.9921875)",0.0039581396866997754,9.474414213473076e-34,1.5666869779427798e-05
161,7,"(78, 127)","(0.61328125, 0.99609375)","(0.609375, 0.9921875)","(0.6171875, 1.0)",0.003958139686699759,9.522592492290001e-34,1.5666869779427666e-05
162,7,"(79, 127)","(0.62109375, 0.99609375)","(0.6171875, 0.9921875)","(0.625, 1.0)",0.005310458103478864,9.279441195567581e-08,2.810817085684866e-05
163,7,"(79, 126)","(0.62109375, 0.98828125)","(0.6171875, 0.984375)","(0.625, 0.9921875)",0.00531045810347887,9.279441195567566e-08,2.810817085684872e-05
164,7,"(79, 125)","(0.62109375, 0.98046875)","(0.6171875, 0.9765625)","(0.625, 0.984375)",0.005310458103478885,9.279441195567579e-08,2.8108170856848874e-05
165,7,"(78, 125)","(0.61328125, 0.98046875)","(0.609375, 0.9765625)","(0.6171875, 0.984375)",0.00395813968669981,9.39924089056051e-34,1.5666869779428072e-05
166,7,"(78, 124)","(0.61328125, 0.97265625)","(0.609375, 0.96875)","(0.6171875, 0.9765625)",0.003958139686699883,9.547011550718411e-34,1.5666869779428648e-05
167,7,"(79, 124)","(0.62109375, 0.97265625)","(0.6171875, 0.96875)","(0.625, 0.9765625)",0.005310458103478912,9.279441195567575e-08,2.810817085684916e-05
168,7,"(79, 123)","(0.62109375, 0.96484375)","(0.6171875, 0.9609375)","(0.625, 0.96875)",0.005310458103478972,9.279441195567572e-08,2.8108170856849803e-05
169,7,"(79, 122)","(0.62109375, 0.95703125)","(0.6171875, 0.953125)","(0.625, 0.9609375)",0.005310458103479092,9.279441195567579e-08,2.810817085685108e-05
170,7,"(78, 122)","(0.61328125, 0.95703125)","(0.609375, 0.953125)","(0.6171875, 0.9609375)",0.003958139686700346,9.4886551438623e-34,1.5666869779432314e-05
171,7,"(78, 123)","(0.61328125, 0.96484375)","(0.609375, 0.9609375)","(0.6171875, 0.96875)",0.003958139686700035,9.469582748020205e-34,1.566686977942985e-05
172,6,"(38, 61)","(0.6015625, 0.9609375)","(0.59375, 0.953125)","(0.609375, 0.96875)",0.007824786379728202,3.712610276963086e-33,6.122728188837999e-05
173,6,"(38, 60)","(0.6015625, 0.9453125)","(0.59375, 0.9375)","(0.609375, 0.953125)",0.007824786379739136,3.69232491788774e-33,6.122728188855109e-05
174,7,"(78, 120)","(0.61328125, 0.94140625)","(0.609375, 0.9375)","(0.6171875, 0.9453125)",0.003958139686702174,9.499965603569114e-34,1.566686977944678e-05
175,7,"(78, 121)","(0.61328125, 0.94921875)","(0.609375, 0.9453125)","(0.6171875, 0.953125)",0.003958139686700966,9.479558378790366e-34,1.5666869779437224e-05
176,7,"(79, 121)","(0.62109375, 0.94921875)","(0.6171875, 0.9453125)","(0.625, 0.953125)",0.005310458103479332,9.279441195567575e-08,2.8108170856853628e-05
177,7,"(79, 120)","(0.62109375, 0.94140625)","(0.6171875, 0.9375)","(0.625, 0.9453125)",0.0053104581034798,9.279441195567579e-08,2.8108170856858595e-05
178,7,"(79, 119)","(0.62109375, 0.93359375)","(0.6171875, 0.9296875)","(0.625, 0.9375)",0.005310458103480692,9.279441195567579e-08,2.8108170856868068e-05
179,7,"(78, 119)","(0.61328125, 0.93359375)","(0.609375, 0.9296875)","(0.6171875, 0.9375)",0.003958139686704475,9.466079683019258e-34,1.5666869779465e-05
180,7,"(78, 118)","(0.61328125, 0.92578125)","(0.609375, 0.921875)","(0.6171875, 0.9296875)",0.003958139686708755,9.471309255347976e-34,1.5666869779498884e-05
181,7,"(79, 118)","(0.62109375, 0.92578125)","(0.6171875, 0.921875)","(0.625, 0.9296875)",0.005310458103482351,9.279441195567572e-08,2.810817085688569e-05
182,7,"(79, 117)","(0.62109375, 0.91796875)","(0.6171875, 0.9140625)","(0.625, 0.921875)",0.005310458103485368,9.279441195567579e-08,2.810817085691774e-05
183,7,"(79, 116)","(0.62109375, 0.91015625)","(0.6171875, 0.90625)","(0.625, 0.9140625)",0.005310458103490731,9.279441195567572e-08,2.81081708569747e-05
184,7,"(78, 116)","(0.61328125, 0.91015625)","(0.609375, 0.90625)","(0.6171875, 0.9140625)",0.003958139686730375,9.466368046477194e-34,1.5666869779670032e-05
185,7,"(78, 117)","(0.61328125, 0.91796875)","(0.609375, 0.9140625)","(0.6171875, 0.921875)",0.00395813968671654,9.499985807378267e-34,1.5666869779560508e-05
186,6,"(38, 58)","(0.6015625, 0.9140625)","(0.59375, 0.90625)","(0.609375, 0.921875)",0.007824786379912673,3.71246223814328e-33,6.122728189126687e-05
187,6,"(38, 59)","(0.6015625, 0.9296875)","(0.59375, 0.921875)","(0.609375, 0.9375)",0.007824786379779132,3.701648241128692e-33,6.122728188917701e-05
188,5,"(18, 29)","(0.578125, 0.921875)","(0.5625, 0.90625)","(0.59375, 0.9375)",0.015283853116405854,4.107161818716039e-31,0.00023359616608386894
189,5,"(18, 28)","(0.578125, 0.890625)","(0.5625, 0.875)","(0.59375, 0.90625)",0.015283853146939705,3.433435978028368e-29,0.00023359616701721872
190,6,"(38, 56)","(0.6015625, 0.8828125)","(0.59375, 0.875)","(0.609375, 0.890625)",0.007824786381449407,3.5948351102313015e-33,6.12272819153161e-05
191,6,"(38, 57)","(0.6015625, 0.8984375)","(0.59375, 0.890625)","(0.609375, 0.90625)",0.007824786380319495,3.6525123935933286e-33,6.122728189763347e-05
192,7,"(78, 114)","(0.61328125, 0.89453125)","(0.609375, 0.890625)","(0.6171875, 0.8984375)",0.00395813968679514,9.541614378609207e-34,1.566686978018273e-05
193,7,"(78, 115)","(0.61328125, 0.90234375)","(0.609375, 0.8984375)","(0.6171875, 0.90625)",0.003958139686754395,9.493885634545976e-34,1.566686977986018e-05
194,7,"(79, 115)","(0.62109375, 0.90234375)","(0.6171875, 0.8984375)","(0.625, 0.90625)",0.005310458103500043,9.279441195567575e-08,2.8108170857073602e-05
195,7,"(79, 114)","(0.62109375, 0.89453125)","(0.6171875, 0.890625)","(0.625, 0.8984375)",0.005310458103515838,9.279441195567579e-08,2.8108170857241355e-05
196,7,"(79, 113)","(0.62109375, 0.88671875)","(0.6171875, 0.8828125)","(0.625, 0.890625)",0.005310458103542007,9.279441195567579e-08,2.8108170857519297e-05
197,7,"(78, 113)","(0.61328125, 0.88671875)","(0.609375, 0.8828125)","(0.6171875, 0.890625)",0.00395813968686265,9.510463319134934e-34,1.566686978071716e-05
198,7,"(78, 112)","(0.61328125, 0.87890625)","(0.609375, 0.875)","(0.6171875, 0.8828125)",0.003958139686971904,9.460677000780283e-34,1.5666869781582043e-05
199,7,"(79, 112)","(0.62109375, 0.87890625)","(0.6171875, 0.875)","(0.625, 0.8828125)",0.0053104581035843595,9.279441195567579e-08,2.8108170857969116e-05
200,3,"(5, 7)","(0.6875, 0.9375)","(0.625, 0.875)","(0.75, 1.0)",0.09924437825179451,2.789219390320392e-29,0.009849446614585262
201,3,"(5, 6)","(0.6875, 0.8125)","(0.625, 0.75)","(0.75, 0.875)",0.09924437825580777,1.8717696718924286e-24,0.009849446615381851
202,2,"(3, 3)","(0.875, 0.875)","(0.75, 0.75)","(1.0, 1.0)",0.22205831628951092,2.9776690022713378e-30,0.04930989583333247
203,2,"(3, 2)","(0.875, 0.625)","(0.75, 0.5)","(1.0, 0.75)",0.22205831628951092,2.9776690022713378e-30,0.04930989583333247
204,2,"(3, 1)","(0.875, 0.375)","(0.75, 0.25)","(1.0, 0.5)",0.22205831628951092,2.9776690022713378e-30,0.04930989583333247
205,3,"(5, 3)","(0.6875, 0.4375)","(0.625, 0.375)","(0.75, 0.5)",0.09924437825178566,1.3279176470081012e-30,0.009849446614583505
206,7,"(79, 63)","(0.62109375, 0.49609375)","(0.6171875, 0.4921875)","(0.625, 0.5)",0.00531045810349776,9.279441195567581e-08,2.810817085704935e-05
207,7,"(79, 62)","(0.62109375, 0.48828125)","(0.6171875, 0.484375)","(0.625, 0.4921875)",0.005310458103489407,9.279441195567572e-08,2.810817085696063e-05
208,7,"(78, 62)","(0.61328125, 0.48828125)","(0.609375, 0.484375)","(0.6171875, 0.4921875)",0.003958139686726953,9.472193631175976e-34,1.5666869779642944e-05
209,7,"(78, 63)","(0.61328125, 0.49609375)","(0.609375, 0.4921875)","(0.6171875, 0.5)",0.003958139686748505,9.502195828593313e-34,1.566686977981355e-05
210,6,"(38, 31)","(0.6015625, 0.4921875)","(0.59375, 0.484375)","(0.609375, 0.5)",0.007824786380025832,3.6784329623839216e-33,6.122728189303776e-05
211,6,"(38, 30)","(0.6015625, 0.4765625)","(0.59375, 0.46875)","(0.609375, 0.484375)",0.007824786379815004,3.6918550874893966e-33,6.12272818897384e-05
212,7,"(78, 60)","(0.61328125, 0.47265625)","(0.609375, 0.46875)","(0.6171875, 0.4765625)",0.003958139686707679,9.483040780804676e-34,1.5666869779490363e-05
213,7,"(78, 61)","(0.61328125, 0.48046875)","(0.609375, 0.4765625)","(0.6171875, 0.484375)",0.003958139686714599,9.55179985348809e-34,1.5666869779545142e-05
214,7,"(79, 61)","(0.62109375, 0.48046875)","(0.6171875, 0.4765625)","(0.625, 0.484375)",0.005310458103484617,9.279441195567579e-08,2.810817085690976e-05
215,7,"(79, 60)","(0.62109375, 0.47265625)","(0.6171875, 0.46875)","(0.625, 0.4765625)",0.005310458103481934,9.279441195567579e-08,2.8108170856881258e-05
216,7,"(79, 59)","(0.62109375, 0.46484375)","(0.6171875, 0.4609375)","(0.625, 0.46875)",0.005310458103480466,9.279441195567581e-08,2.810817085686567e-05
217,7,"(78, 59)","(0.61328125, 0.46484375)","(0.609375, 0.4609375)","(0.6171875, 0.46875)",0.003958139686703891,9.5118266170754e-34,1.5666869779460378e-05
218,7,"(78, 58)","(0.61328125, 0.45703125)","(0.609375, 0.453125)","(0.6171875, 0.4609375)",0.003958139686701866,9.541427952552003e-34,1.5666869779444345e-05
219,7,"(79, 58)","(0.62109375, 0.45703125)","(0.6171875, 0.453125)","(0.625, 0.4609375)",0.005310458103479681,9.279441195567579e-08,2.8108170856857334e-05
220,7,"(79, 57)","(0.62109375, 0.44921875)","(0.6171875, 0.4453125)","(0.625, 0.453125)",0.005310458103479271,9.279441195567572e-08,2.8108170856852977e-05
221,7,"(79, 56)","(0.62109375, 0.44140625)","(0.6171875, 0.4375)","(0.625, 0.4453125)",0.005310458103479061,9.279441195567579e-08,2.810817085685075e-05
222,7,"(78, 56)","(0.61328125, 0.44140625)","(0.609375, 0.4375)","(0.6171875, 0.4453125)",0.003958139686700266,9.51187896330821e-34,1.5666869779431684e-05
223,7,"(78, 57)","(0.61328125, 0.44921875)","(0.609375, 0.4453125)","(0.6171875, 0.453125)",0.003958139686700807,9.464322410800277e-34,1.566686977943596e-05
224,6,"(38, 28)","(0.6015625, 0.4453125)","(0.59375, 0.4375)","(0.609375, 0.453125)",0.007824786379730938,3.6745215049315604e-33,6.12272818884228e-05
225,6,"(38, 29)","(0.6015625, 0.4609375)","(0.59375, 0.453125)","(0.609375, 0.46875)",0.00782478637974951,3.666939382697764e-33,6.122728188871344e-05
226,5,"(18, 14)","(0.578125, 0.453125)","(0.5625, 0.4375)","(0.59375, 0.46875)",0.01528385311329886,1.8642308173064664e-32,0.00023359616598889524
227,5,"(18, 15)","(0.578125, 0.484375)","(0.5625, 0.46875)","(0.59375, 0.5)",0.015283853118596664,1.0420131866027113e-30,0.00023359616615083696
228,4,"(8, 7)","(0.53125, 0.46875)","(0.5, 0.4375)","(0.5625, 0.5)",0.029107024486901965,4.344291124499317e-24,0.0008472188744811106
229,4,"(8, 6)","(0.53125, 0.40625)","(0.5, 0.375)","(0.5625, 0.4375)",0.029107023749700738,1.132577600312576e-27,0.0008472188315656428
230,5,"(18, 12)","(0.578125, 0.390625)","(0.5625, 0.375)","(0.59375, 0.40625)",0.01528385311284305,1.408582097089282e-32,0.00023359616597496216
231,5,"(18, 13)","(0.578125, 0.421875)","(0.5625, 0.40625)","(0.59375, 0.4375)",0.015283853112867726,1.3944652180882724e-32,0.00023359616597571647
232,6,"(38, 26)","(0.6015625, 0.4140625)","(0.59375, 0.40625)","(0.609375, 0.421875)",0.007824786379724991,3.708843001239694e-33,6.122728188832974e-05
233,6,"(38, 27)","(0.6015625, 0.4296875)","(0.59375, 0.421875)","(0.609375, 0.4375)",0.007824786379726128,3.717470946103736e-33,6.122728188834752e-05
